ID,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,yr1,yr2,north,south,year,region
DB-R35,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2015,south
DB-R34,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-R33,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-R32,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-R31,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-R30,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-R29,0,0,1,1,0,1,1,1,1,0,0,1,0,1,2015,south
DB-R26,0,0,1,0,0,1,0,0,0,1,0,1,0,1,2015,south
DB-R22,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-R20,0,0,0,1,0,1,0,1,0,0,0,1,0,1,2015,south
DB-R18,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-R17,0,0,0,1,1,0,0,0,1,0,0,1,0,1,2015,south
DB-R16,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-R15,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2015,south
DB-R13,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2015,south
DB-R12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-R11,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2015,south
DB-R09,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2015,south
DB-R08,0,0,0,1,1,0,0,1,1,1,0,1,0,1,2015,south
DB-R07,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-R06,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2015,south
DB-R04,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2015,south
DB-R03,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-R02,0,1,1,1,1,1,1,0,0,0,0,1,0,1,2015,south
DB-R01,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-R00,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-P98,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2015,south
DB-P97,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-P95,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-P94,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-P93,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2015,south
DB-P92,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-P91,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-P89,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-P84,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2015,south
DB-P83,0,0,0,1,1,0,1,0,0,1,0,1,0,1,2015,south
DB-P81,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2015,south
DB-P80,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2015,south
DB-P77,0,0,1,1,1,0,1,1,0,0,0,1,0,1,2015,south
DB-P76,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-P73,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-P72,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-P71,0,0,0,1,1,0,0,1,1,0,0,1,0,1,2015,south
DB-P69,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2015,south
DB-P68,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-P67,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-P66,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2015,south
DB-P61,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2015,south
DB-P60,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-P57,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-P56,0,0,0,0,1,1,1,0,1,1,0,1,0,1,2015,south
DB-P54,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-P53,0,1,1,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-P51,0,0,0,0,1,1,0,0,1,0,0,1,0,1,2015,south
DB-P50,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2015,south
DB-P49,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-P48,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-P46,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-P44,0,0,1,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-P41,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2015,south
DB-P40,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-P38,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-P37,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2015,south
DB-P35,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2015,south
DB-P28,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-P27,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-P25,0,0,0,1,1,1,1,1,1,0,0,1,0,1,2015,south
DB-P23,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-P22,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-P21,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2015,south
DB-P19,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-P17,0,0,0,0,0,1,0,1,1,1,0,1,0,1,2015,south
DB-P16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-P15,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-P14,0,0,0,0,1,1,0,0,1,0,0,1,0,1,2015,south
DB-P13,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2015,south
DB-P12,0,0,0,1,1,1,0,1,1,1,0,1,0,1,2015,south
DB-P11,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2015,south
DB-P09,0,0,1,0,1,1,1,1,1,0,0,1,0,1,2015,south
DB-P06,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2015,south
DB-P05,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-P04,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-P03,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2015,south
DB-P00,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L98,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2015,south
DB-L96,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L94,0,0,0,1,0,1,1,1,1,0,0,1,0,1,2015,south
DB-L93,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-L91,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2015,south
DB-L88,0,1,1,1,0,1,1,1,1,0,0,1,0,1,2015,south
DB-L87,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2015,south
DB-L85,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L82,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L81,0,0,0,0,1,0,0,1,1,1,0,1,0,1,2015,south
DB-L80,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2015,south
DB-L78,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-L77,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-L76,0,1,0,0,1,1,1,1,1,1,0,1,0,1,2015,south
DB-L75,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2015,south
DB-L74,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-L73,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2015,south
DB-L72,0,0,0,1,0,0,1,1,1,0,0,1,0,1,2015,south
DB-L71,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-L68,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L67,0,0,1,0,1,0,0,0,0,1,0,1,0,1,2015,south
DB-L65,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L61,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2015,south
DB-L59,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L58,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2015,south
DB-L57,0,1,1,1,1,1,0,1,0,1,0,1,0,1,2015,south
DB-L55,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L54,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2015,south
DB-L53,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-L52,0,0,0,0,1,1,0,0,1,0,0,1,0,1,2015,south
DB-L51,0,0,1,1,0,0,1,1,1,1,0,1,0,1,2015,south
DB-L50,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-L48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2015,south
DB-L46,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2015,south
DB-L45,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-L43,0,0,0,1,1,0,0,1,0,1,0,1,0,1,2015,south
DB-L42,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-L41,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2015,south
DB-L40,0,0,1,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-L37,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-L36,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L35,0,0,1,1,1,0,0,1,0,0,0,1,0,1,2015,south
DB-L34,0,0,0,1,1,0,1,1,0,0,0,1,0,1,2015,south
DB-L33,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2015,south
DB-L32,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L31,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2015,south
DB-L30,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L29,0,1,1,1,0,0,1,0,0,1,0,1,0,1,2015,south
DB-L28,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-L27,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L26,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2015,south
DB-L24,0,0,1,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-L23,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-L21,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-L20,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2015,south
DB-L19,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-L18,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-L17,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L16,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L15,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-L14,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L13,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2015,south
DB-L12,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-L11,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-L10,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2015,south
DB-L09,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2015,south
DB-L04,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-L00,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2015,south
DB-F35,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2015,north
DB-F32,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2015,north
DB-F31,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2015,north
DB-F30,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,north
DB-F29,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2015,north
DB-F28,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2015,north
DB-F27,0,0,1,1,1,0,0,0,0,0,0,1,1,0,2015,north
DB-F26,0,1,0,1,0,0,1,1,0,0,0,1,1,0,2015,north
DB-F25,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2015,north
DB-F24,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2015,north
DB-F23,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2015,north
DB-F22,0,1,0,1,0,0,1,1,0,0,0,1,1,0,2015,north
DB-F21,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2015,north
DB-F20,0,1,1,1,1,0,0,0,0,0,0,1,1,0,2015,north
DB-F17,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2015,north
YL-S96,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-S94,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S76,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S69,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2014,south
YL-S68,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2014,south
YL-S67,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-S66,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-S63,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-S62,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-S61,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-S58,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2014,south
YL-S57,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S56,0,0,0,1,1,1,1,1,0,0,1,0,0,1,2014,south
YL-S54,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-S53,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-S51,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2014,south
YL-S50,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-S47,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-S45,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S44,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-S43,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-S42,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-S41,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S40,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-S39,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2014,south
YL-S38,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2014,south
YL-S37,0,0,0,0,0,1,1,1,0,1,1,0,0,1,2014,south
YL-S36,0,0,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-S34,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-S33,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S32,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-S31,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-S30,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2014,south
YL-S27,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-S25,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S23,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-S22,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-S21,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-S20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-S18,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-S17,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2014,south
YL-S15,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-S12,0,0,0,0,0,1,1,0,1,1,1,0,0,1,2014,south
YL-S09,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2014,south
YL-S07,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2014,south
YL-S05,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2014,south
YL-S03,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-S02,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-S01,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-R99,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-R98,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R96,0,0,0,0,1,1,1,1,1,0,1,0,0,1,2014,south
YL-R91,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-R88,0,0,0,0,1,1,1,1,1,0,1,0,0,1,2014,south
YL-R86,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-R85,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-R84,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R83,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R81,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-R80,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-R79,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-R77,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R75,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-R74,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-R73,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2014,south
YL-R72,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-R71,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-R69,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2014,south
YL-R68,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-R67,0,0,0,1,1,1,0,0,1,0,1,0,0,1,2014,south
YL-R65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R64,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2014,south
YL-R61,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-R59,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-R58,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R57,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2014,south
YL-R56,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-R55,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-R53,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-R52,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2014,south
YL-R51,0,0,1,1,1,0,1,0,1,0,1,0,0,1,2014,south
YL-R50,0,0,1,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-R48,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-R47,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-R46,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2014,south
YL-R45,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R42,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2014,south
YL-R39,0,0,1,0,1,1,1,1,1,1,1,0,0,1,2014,south
YL-R37,0,0,0,0,1,1,1,1,1,0,1,0,0,1,2014,south
YL-R35,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2014,south
YL-R33,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R32,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-R30,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-R29,0,0,0,0,1,1,1,0,1,1,1,0,0,1,2014,south
YL-R27,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-R23,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-R21,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-R19,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-R18,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-R17,0,0,1,1,1,1,0,1,1,0,1,0,0,1,2014,south
YL-R16,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-R13,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2014,south
YL-R12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-R11,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-R09,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-R08,0,0,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-R06,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2014,south
YL-R05,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-R04,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-R03,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-R02,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-R01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-P96,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-P90,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-P88,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2014,south
YL-P87,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2014,south
YL-P85,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-P83,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-P81,0,0,0,0,1,0,1,1,1,1,1,0,0,1,2014,south
YL-P80,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-P76,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-P74,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-P72,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-P71,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-P69,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-P66,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-P64,0,0,0,0,1,1,1,0,1,0,1,0,0,1,2014,south
YL-P63,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-P61,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-P60,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-P57,0,1,1,0,1,1,0,1,0,0,1,0,0,1,2014,south
YL-P55,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-P52,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-P51,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2014,south
YL-P50,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-P49,0,0,0,1,1,1,1,1,1,0,1,0,0,1,2014,south
YL-P47,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2014,south
YL-P46,0,0,0,1,1,1,1,0,1,0,1,0,0,1,2014,south
YL-P45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-P44,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-P42,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2014,south
YL-P41,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2014,south
YL-P39,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-P38,0,0,1,1,1,1,0,1,0,1,1,0,0,1,2014,south
YL-P36,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-P35,0,0,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-P33,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-P31,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-P30,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-P28,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2014,south
YL-P26,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-P21,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-P20,0,0,1,1,1,1,0,1,0,0,1,0,0,1,2014,south
YL-P19,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-P17,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-P15,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-P14,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-P11,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-P09,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-P08,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2014,south
YL-P07,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-P06,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-P05,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-P04,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-P03,0,1,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-N97,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-N96,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-N94,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-N93,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N92,0,0,0,1,0,1,1,1,0,0,1,0,0,1,2014,south
YL-N91,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-N88,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-N87,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2014,south
YL-N86,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-N85,0,0,0,0,0,1,1,1,1,0,1,0,0,1,2014,south
YL-N84,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-N83,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-N82,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-N81,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-N79,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-N77,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-N73,0,0,0,0,1,1,1,0,1,0,1,0,0,1,2014,south
YL-N72,0,0,1,1,1,1,1,1,1,0,1,0,0,1,2014,south
YL-N70,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-N69,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2014,south
YL-N68,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-N67,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-N66,0,0,1,1,1,0,0,0,1,0,1,0,0,1,2014,south
YL-N65,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
